ID,Artist,Track,Popularity,Acousticness,Danceablility,Energy,Key,Mode,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,Time Signature
76viLkmU2zFkaN4CyBYKpO,Better Lost Than Stupid,Inside,42,0.00351,0.692,0.957,11,0,0.0407,0.464,-5.901,0.066,0.424,126.008,4
0Fm05p1C5oP9fNq7MNPKv4,FLOYD WONDER,billionaire,46,0.0229,0.604,0.938,1,1,0.000659,0.0707,-4.651,0.106,0.628,166.082,4
4KyEeZwIuoFH0n68qvl35b,David Scott,Aurora,51,0.44,0.68,0.484,9,1,0.905,0.176,-13.829,0.0761,0.0723,122.044,4
0OJa9k2TdwaunSAKGbNax8,Yung Bae,Up All Night,51,0.0454,0.888,0.729,3,1,0.0,0.0871,-5.968,0.0525,0.73,110.056,4
0v936JYzV0Uiwb8Gg49Dx9,Gorillaz,Ascension (feat. Vince Staples) - Nic Fanciulli Remix,45,0.0129,0.883,0.94,8,1,0.304,0.0597,-6.144,0.0576,0.814,124.99,4
32vGjAT7eJMDEg0a7SzohE,Sub Zero,Sound System Dub,40,0.0265,0.443,0.962,1,1,0.0489,0.261,-2.749,0.349,0.459,174.949,4
52EA4u0x5N62BGKlv5440Q,Gramatik,East River Soul,48,0.0446,0.648,0.73,4,0,0.204,0.109,-4.418,0.0299,0.217,92.029,4
0MOYhHaWHFJFG4cjRwAKwk,Henry Fong,Ventura,42,0.0715,0.684,0.995,7,1,0.456,0.82,-0.791,0.229,0.67,107.95,4
5X3VpTYsESWoh80dMa60jd,Louis The Child,The City (with Quinn XCII),65,0.121,0.531,0.675,0,1,0.0,0.327,-3.281,0.33,0.799,177.953,4
5JivFvyCCaznVexlRLpZqK,Flume,High Beams,61,0.0361,0.509,0.91,0,1,0.0,0.762,-4.514,0.383,0.515,129.906,4
6twQJ2KMwNzODCY0HzXP2E,Sofi Tukker,"Best Friend (feat. NERVO, The Knocks & ALISA UENO)",61,0.0109,0.699,0.7,11,1,0.0794,0.152,-5.704,0.0392,0.3,102.023,4
2TsASKFLtMb6M1D8W42pS3,Haywyre,Contagious,48,0.0703,0.817,0.735,3,0,7.5e-06,0.365,-6.425,0.0696,0.944,115.026,4
4vgXDV9qcqnwMQkdyGLSpL,Disclosure,Where Angels Fear To Tread,19,0.23,0.679,0.735,2,0,0.602,0.148,-6.218,0.136,0.603,107.998,4
1MaB9bhub8FrbeT9vSXX35,FLOYD WONDER,sitting down is stupid,38,0.00821,0.806,0.876,9,1,0.000125,0.294,-2.514,0.037,0.887,126.982,4
5b3Qc27BoDWebXdgtMO9hr,PNAU,Wild Strawberries,40,0.000351,0.647,0.933,7,1,0.00277,0.334,-4.056,0.111,0.332,119.921,4
2VQyevzyJkEUd6yF0peezQ,S.A.M.,Fury's Laughter,49,0.000537,0.661,0.733,11,0,0.931,0.855,-7.895,0.0422,0.69,128.015,4
59Pm53KuA0xaLHcSAX94wk,The Chemical Brothers,No Geography,58,0.117,0.369,0.818,1,0,0.654,0.125,-7.255,0.0571,0.115,126.011,4
628NOpCLiKcj3FouNBlTW6,Crystal Fighters,All My Love - Crystal Fighters x FeedMe Edit,44,0.0132,0.545,0.788,0,0,0.0,0.34,-7.03,0.0736,0.786,102.0,4
2WDP5OBRczq1SYbi3SIjLz,Party Pupils,Bite My Tongue,51,0.151,0.761,0.559,8,1,0.0,0.0976,-6.124,0.33,0.693,118.048,4
1fI9rduG8LvIRmxu7d1hiN,Running Touch,Make Your Move - TWO LANES Remix,46,0.00943,0.689,0.729,10,0,0.0055,0.136,-5.939,0.0383,0.208,118.001,4
0mEFqF30sAoUNKBgCQcsn0,GRiZ,I’m Good,56,0.00145,0.605,0.725,0,1,0.00528,0.324,-7.337,0.0824,0.763,160.008,4
3JgDeryfh6Z9P0b8plZTwF,Diplo,Boom Bye Bye,36,0.0467,0.686,0.796,8,1,1.06e-06,0.155,-4.12,0.236,0.548,169.954,3
1hUUoqkJavBwHKszYmYqMI,FRND,Before U I Didn't Exist,38,0.0296,0.491,0.695,2,0,3.03e-06,0.382,-5.105,0.0922,0.612,180.005,4
50U5lpegoK7X77Q10q8WQS,Bob Juburi,Palms,39,0.542,0.843,0.662,3,0,0.922,0.139,-10.835,0.363,0.546,111.95,4
4C2TskEyv2Z4DxkHADqbU5,Houses,Fast Talk - The Knocks Remix,39,0.0024,0.579,0.765,9,1,0.000632,0.732,-7.196,0.041,0.688,96.019,4
0WE8YTl6GAVHnkfvMfci98,Sofi Tukker,Drinkee,53,0.0557,0.773,0.663,2,1,0.61,0.229,-8.101,0.0496,0.324,115.002,4
1YzEaZWQHeEGAQADZFA1of,Krystal Klear,Euphoric Dreams,55,0.000507,0.523,0.822,6,1,0.545,0.0772,-9.534,0.0397,0.591,125.009,4
2CrnRMY4ksVkt5u3CiAPGM,Louis Futon,Venice,40,0.394,0.597,0.728,8,0,0.00723,0.334,-3.885,0.179,0.387,99.866,4
46w1jmEV4WKhoIOz1stX91,SG Lewis,Again (feat. Totally Enormous Extinct Dinosaurs),11,0.0509,0.725,0.525,4,0,0.619,0.12,-10.226,0.0472,0.0528,122.019,4
66ZCZKNm6K7WjPjMedJsHa,Penguin Prison,The Heat,41,0.143,0.766,0.73,8,1,0.000675,0.112,-5.822,0.0524,0.495,104.991,4
472dYOIlXHHhihjKxObAFb,Big Wild,City of Sound - Alex Metric Remix,42,0.000815,0.743,0.883,4,0,0.878,0.0364,-6.772,0.054,0.179,124.003,4
5DdZFnPJR5m8huV1NySjry,Autograf,Casual Love - SLVR Remix,36,0.0285,0.786,0.76,2,1,0.0278,0.0837,-4.836,0.072,0.351,124.051,4
3ltrJJo4fHEQgfaZb6M2Ws,Foster The People,Worst Nites - Valleyz Remix,39,0.00308,0.66,0.823,2,1,0.000114,0.352,-4.128,0.0423,0.594,113.98,4
4ByNgxRB6LdIdNcN594U4Q,BloodPop®,Newman,37,0.00442,0.74,0.745,4,1,0.571,0.12,-5.638,0.0409,0.962,128.008,4
4avcud2Q09NwLn4l1kL1sH,Major Lazer,You're No Good,41,0.0523,0.619,0.9,1,1,1.51e-05,0.117,-4.352,0.156,0.445,113.991,4
0AZtEGJR2MNcBOl8BoVPqT,EVAN GIIA,WHAT U NEED?,45,0.217,0.622,0.656,10,1,2.05e-05,0.105,-5.871,0.0337,0.39,146.089,4
1GLM0M9DA62xZsyp2UNq7i,Peking Duk,Sugar,60,0.00415,0.529,0.722,8,1,0.00155,0.207,-5.931,0.0418,0.47,97.006,4
6lgjHEsvr15RUXCsdib59J,DROELOE,Snow Shovels,51,0.00365,0.688,0.627,8,0,0.641,0.107,-8.192,0.0654,0.398,91.083,4
5S6YpGSqhA9onk4VKCln55,TOKiMONSTA,Dream Chorus,48,0.0237,0.574,0.769,11,1,0.769,0.372,-10.751,0.0387,0.254,157.09,4
58mEhXnUEfkLVPK89o4kiB,Henry Fong,On My Way,34,0.00636,0.589,0.781,8,1,4.47e-06,0.0993,-5.353,0.0525,0.51,160.103,4
32oHaBY4ID17lrZUawJyMF,Lyxodian,Rude Buster - Remix,28,0.0635,0.464,0.692,11,0,2.88e-05,0.141,-6.211,0.139,0.0503,130.087,4
58MELIXApCKPOcOih1j8YX,KYTES,Alright - RAC Mix,44,0.446,0.749,0.641,5,0,0.111,0.14,-4.385,0.0348,0.791,130.0,4
3FLsnQjJjOnlUhr9acDkbE,TMO,Electronic Waste,32,0.0225,0.735,0.476,8,1,0.838,0.111,-10.24,0.0307,0.612,128.003,4
5o1IKLYx6LFaCUJpA1oulR,PNAU,Changa - JNTHN STEIN Remix,31,0.000502,0.7,0.663,10,0,0.167,0.253,-6.245,0.0358,0.197,118.009,4
46s3ACesMGx5UAI3k8ZEiV,Ninajirachi,Gardenia,34,0.0445,0.808,0.659,0,0,0.585,0.196,-8.532,0.0422,0.708,120.02,4
5F3t5WgLyBX2W7un8IXiLD,Space Jesus,"Hmu (feat. Clay Parnell & Rory ""Sweet Boy"" Dolan)",58,0.0574,0.732,0.726,0,1,0.00829,0.382,-8.074,0.261,0.45,172.039,4
6ACf6HIUyYd2pfXEYEr1Hw,Wolf Saga,Get Back,40,0.133,0.718,0.549,5,0,0.00121,0.58,-6.996,0.0374,0.395,130.003,4
4yloYqQjeXGmYqztZln3ip,Keys N Krates,Hawt Disco Loop,39,0.0291,0.742,0.682,10,1,0.00357,0.652,-3.184,0.174,0.737,103.999,4
0opUl9zrexzDt8THxkil87,World Champion,Callisto,28,0.416,0.733,0.779,9,1,0.0,0.0808,-5.351,0.0316,0.924,99.982,4
5s1lVsgjNBqfwyESor3R64,ODESZA,Late Night - Running Touch Remix,2,0.000345,0.765,0.78,11,0,0.672,0.137,-7.125,0.0372,0.347,125.016,4
0Nm0JqwK3uByZnY42C8KdW,HERO,Stay The Night,42,0.213,0.777,0.751,1,1,0.15,0.0803,-7.143,0.0461,0.949,117.987,4
1RjueZah4cKz6YGy60NeXD,Robotaki,Meant To Be,30,0.0123,0.668,0.653,0,1,0.00323,0.269,-6.361,0.0972,0.49,119.926,4
3dHeFHZMhnSQ4zV2NknIG2,GRiZ,I'm Good,2,0.00143,0.605,0.725,0,1,0.00492,0.324,-7.337,0.0824,0.763,160.007,4
63Y4xHpEXsx1WBTOodRTxc,Dwilly,ugh!,46,0.0268,0.86,0.701,4,0,0.00162,0.0842,-5.068,0.193,0.604,111.939,4
4vqhZ5VAfbUKkHJamsWNOL,Netsky,Snitch,54,0.299,0.696,0.848,11,0,8.44e-06,0.0729,-2.954,0.162,0.604,84.021,4
1hsB1z0Ev3rThcJVEM5xED,San Holo,"Right Here, Right Now - SAINT WKND Remix",35,0.278,0.596,0.733,8,0,0.0,0.358,-7.241,0.223,0.522,110.094,4
2eyZrLr9GIEKQsq83zpt2K,Empire of the Sun,Chrysalis,51,0.287,0.745,0.824,0,1,0.00103,0.0877,-4.607,0.0368,0.596,102.024,4
5deruJZNqKY9XkM04zsgSu,Absofacto,Dissolve - The Knocks Remix,45,0.076,0.769,0.739,6,0,0.00038,0.106,-5.29,0.0329,0.868,125.994,4
1UTdsgXAFqyJjEERtaVT8r,J3PO,The Crab,50,0.257,0.676,0.489,8,1,0.784,0.104,-9.89,0.111,0.546,92.029,4
1UDeUglxAJSMLehznHrtlQ,GG Magree,I Wanna Lose You,38,0.00241,0.655,0.671,8,1,0.0802,0.0932,-7.007,0.0331,0.123,102.074,4
3lGEWmq0S5bhAuJDgTd0Rj,DOTE,Mango,34,0.031,0.499,0.598,4,0,0.00744,0.128,-8.192,0.0385,0.432,129.865,4
4Ybb76cwKbJTAUtDN8MH9i,Mokoa,Magic (feat. DiRTY RADiO),33,0.0492,0.76,0.93,6,0,0.352,0.255,-6.726,0.0685,0.702,126.003,4
7iA8BlFVOityG3DGPExJtx,Roosevelt,Falling Back,56,0.000579,0.552,0.93,7,1,0.81,0.107,-3.467,0.0355,0.625,114.981,4
5pdohleVWmcxoagSfqgEBc,Henry Green,Another Light (Cyril Hahn Remix),37,0.565,0.729,0.743,8,0,0.795,0.0976,-7.616,0.0415,0.938,112.02,4
6nXCWXbl1Z2phoJ9az8MEK,Louis Futon,Country Roads,36,0.292,0.566,0.656,1,1,0.155,0.222,-4.947,0.264,0.404,178.054,4
5eh6H5D8MrYROFiBYKBZjs,EAUXMAR,Blame,44,0.0164,0.808,0.462,6,0,0.00572,0.0648,-7.372,0.202,0.622,115.98,4
1JebfuyUx3MSojGEttCUqL,Frazah,Sambaso,34,0.0475,0.619,0.874,7,1,0.0101,0.0703,-4.291,0.0921,0.633,174.015,4
3J3GPLCTzNccAFCoJ99jDK,Haywyre,Let Me Hear That,38,0.0379,0.796,0.862,2,1,0.497,0.627,-5.421,0.116,0.778,110.01,4
7iSMfvOjTqUz8RYBS5rt5l,La+ch,Tokyo,41,0.686,0.7,0.647,2,0,0.00948,0.227,-6.388,0.0826,0.199,107.826,4
5pq52GUy3XTTGN2vnwzCLm,Big Wild,City of Sound,2,0.0128,0.684,0.482,7,1,0.742,0.17,-5.339,0.0346,0.724,120.008,4
1coz5IPrwKDDfCkIH0XnV8,Jai Wolf,Your Way (feat. Day Wave),31,0.00365,0.574,0.698,7,1,0.528,0.674,-6.109,0.0277,0.123,120.068,4
0QYHyKJrrEsAt5JBB2COI9,Chris Karns,Nerd's Eye View,31,0.0073,0.778,0.56,11,0,0.424,0.248,-2.957,0.0469,0.331,112.02,4
5uH0DLr5FNYZp7Q2snO1Lk,Joy Downer,Getaway Car,34,0.0251,0.661,0.63,0,0,0.0105,0.486,-9.367,0.0296,0.171,116.997,4
3PIjrbCjKKNmR84vPf172R,Vincent,Here For You (feat. sad alex),51,0.689,0.678,0.639,7,1,0.0,0.0986,-6.264,0.0586,0.505,97.028,4
6LISuoA3ejKIjbfgFdVYoe,WHYLO,G+O,30,0.0872,0.595,0.592,6,1,1.85e-06,0.12,-9.123,0.0777,0.363,170.12,4
2cBdnOP2rpT3Kos6M3OVrk,PNAU,Solid Gold - Kilter Remix,34,0.168,0.524,0.687,8,1,0.0118,0.13,-5.334,0.0307,0.332,105.045,4
5wxqdrmFRKdSxisvmgWg17,Ninajirachi,Lapland,53,0.364,0.879,0.327,7,0,0.313,0.111,-9.524,0.0979,0.0588,105.018,4
37K1nPMqXJHEhFuxVE8kaE,Phats & Small,Turn Around (Hey What's Wrong With You) - Babert Remix,39,0.0556,0.799,0.857,11,1,0.286,0.361,-5.448,0.0574,0.967,126.018,4
57T6mpOpAsoP6rOPKMVKAb,Robotaki,All I Can Do,28,0.0807,0.506,0.527,11,1,0.572,0.175,-7.341,0.0366,0.419,74.974,4
5NLX9TacuLyGI8UiwIT3pq,FRND,Stupid Enough,33,0.0582,0.755,0.519,9,1,3.06e-05,0.063,-5.954,0.0359,0.586,98.005,4
7KBD8vywR9tAK65ZDDNlvA,Caravan Palace,Miracle,46,0.607,0.708,0.881,7,1,0.000364,0.12,-5.411,0.0655,0.527,99.988,4
6kppljCCV2eQiBZPBiCP7g,Death Cab for Cutie,Northern Lights - Japanese Wallpaper Remix,40,0.23,0.637,0.813,4,0,0.0281,0.113,-7.06,0.0338,0.0794,138.022,4
1eWLjfLRGTCSnPLHjhxdkU,ayokay,Things Fall Apart,49,0.433,0.809,0.691,8,1,0.000969,0.143,-6.335,0.0329,0.351,119.99,4
7pCtj7caB8HtG6oXQLI4FF,Showtek,Listen To Your Momma - A-Trak Remix,23,0.00506,0.693,0.966,9,1,0.18,0.301,-3.517,0.0489,0.345,125.033,4
7rUBl3RwsXg9IGPa3Lid9i,Gazzo,Waterfall,40,0.0426,0.712,0.803,7,1,0.0505,0.0851,-4.095,0.0471,0.159,129.992,4
5tVfjwzJawS1UmoyHtEwmd,Shuttle,Japanese Journey,32,0.136,0.678,0.572,9,0,0.0254,0.0877,-5.58,0.0565,0.811,113.018,4
6KlZQ5EMJvK5IfPO5Ovsoz,Fox & Charm,Tonight,31,0.116,0.688,0.819,7,1,0.0,0.0962,-4.679,0.0491,0.464,105.017,4
3OR8DfqM1SsMC1WR4sG6oA,Digitalism,Infinity,25,0.000397,0.371,0.909,0,0,0.885,0.128,-6.552,0.0398,0.0392,99.337,4
4pgX15KGFNTHQFZg7GL3n8,Matisse & Sadko,Into You - Acoustic Version,51,0.865,0.467,0.26,8,1,0.0,0.293,-9.568,0.0284,0.228,145.786,4
2FkQbpFk34QN97I3OHmfaA,Marshmello,Happier - Stripped,57,0.744,0.629,0.308,5,1,0.000821,0.198,-10.382,0.0339,0.153,94.147,4
4f5LDR4RWrboZT1YoSUfcy,Sigala,Lullaby - Acoustic,64,0.847,0.74,0.284,6,1,0.0,0.11,-7.833,0.0342,0.374,108.279,4
7ByRm8QpSxn2uK3Exa23yV,Seeb,Drink About - Acoustic Version,61,0.935,0.61,0.366,3,0,0.0,0.123,-5.701,0.0334,0.534,87.73,4
0hsEwB7RvpWOJYZnAF4j4E,Kygo,Never Let You Go (feat. John Newman) - Acoustic Version,56,0.925,0.481,0.351,10,1,0.00735,0.112,-8.416,0.0421,0.189,125.13,4
2YO0VBWKaIdtUqfOKelqF1,Rudimental,Sun Comes Up - Acoustic,59,0.506,0.478,0.527,10,1,0.0,0.292,-4.63,0.0285,0.541,101.242,4
29CjkGjZnDVdJsfbRoNOGJ,Martin Garrix,Scared to Be Lonely - Acoustic Version,66,0.697,0.365,0.2,4,1,0.0,0.0804,-10.972,0.0345,0.133,128.042,4
7o5aAn2bUQnUwNfPmcsWB9,Jai Wolf,Starlight (Piano Version),6,0.878,0.389,0.259,4,1,0.899,0.103,-11.86,0.0285,0.128,88.604,4
2nWFIElZUADsmpEcqCCs7X,Markus Schulz,Love Me Like You Never Did (Acoustic Version),4,0.835,0.687,0.266,1,1,0.0,0.266,-9.918,0.0383,0.16,126.12,4
40Ogxs02kMCBNJCvJ2f7vF,BRKLYN,Steal Your Heart - Unplugged Version,41,0.974,0.576,0.249,3,1,0.000522,0.148,-12.505,0.0314,0.29,117.938,4
0xF8IIySZUL4lrh92UE3O7,Ben Gold,There Will Be Angels - Acoustic Version,44,0.931,0.517,0.257,1,1,3.04e-05,0.147,-10.727,0.0323,0.108,133.845,4
6tmwEEqi4o7wpys88d0sqg,Missy & Blonde,Something Just Like This - Acoustic,69,0.749,0.608,0.307,5,0,0.000252,0.156,-10.859,0.0285,0.505,99.938,4
3pFU5UdZdnDPx3CSWtTwkX,ASCO,Lost Again (feat. Norah B) - Acoustic Version,42,0.446,0.583,0.403,5,0,7.14e-05,0.0865,-9.089,0.0273,0.137,117.932,4
512MBYuQD7lJr4oBqHjh0A,Above & Beyond,Sun & Moon - Live At The Hollywood Bowl,44,0.732,0.349,0.507,6,0,0.0,0.945,-10.322,0.032,0.267,136.515,4
3fgjE7IXIkrPag6YKcKeHa,Avicii,Lonely Together - Acoustic,60,0.816,0.464,0.417,4,1,0.0,0.17,-6.402,0.0361,0.511,102.561,4
7Ft9zVx4U1niG9t5pU40kp,Manse,We Come Alive - Chill Out Mix,41,0.15,0.476,0.603,11,0,0.0,0.0765,-5.998,0.0322,0.158,120.084,4
0b683lyejYRh6CBWJQgExw,Kygo,Kids in Love (feat. The Night Game) - Acoustic Version,46,0.752,0.398,0.466,11,1,0.00311,0.135,-6.685,0.0345,0.166,120.194,4
0qynC1yRTNWI7JEsKV9dwg,Rudimental,These Days - Acoustic,64,0.0505,0.604,0.621,0,1,0.0,0.159,-6.361,0.0262,0.207,91.985,4
6EJAP09tSNsp7kBhtC8Fcg,Dash Berlin,Here Tonight - Acoustic Version,42,0.321,0.643,0.388,6,0,6.84e-06,0.123,-9.418,0.0318,0.0652,126.041,4
3xtqerkO14wOBq7moeYHqI,Paji,Sharks In The Woods - Acoustic Version,40,0.457,0.527,0.107,6,0,0.0,0.138,-11.375,0.0338,0.317,119.622,4
5aynOMgD0cXpcq8MJXkWjH,Bipolar Sunshine,The Scientist,56,0.889,0.577,0.237,3,1,4.56e-06,0.106,-14.713,0.0261,0.303,72.985,4
7HZqD8EWEBQrklzLf3oQer,Big Pineapple,Another Chance - Don Diablo Chill Mix,15,0.935,0.533,0.38,9,0,0.295,0.116,-11.542,0.039,0.0385,115.026,4
4pDIgzKbRYuiexOlwWNpHO,Estiva,Playing With Fire - C-Systems Acoustic Rework,42,0.952,0.451,0.26,9,0,0.0647,0.112,-13.416,0.0312,0.083,129.941,4
1D4w5YySaeByR5OgvBkfbC,Dash Berlin,Better Half Of Me - Acoustic Mix,47,0.903,0.464,0.207,7,1,0.0,0.101,-9.279,0.0376,0.285,89.365,5
1eh4iPma8RQsu6sjKrMZ8p,Sick Individuals,Alive - Acoustic Version,36,0.864,0.553,0.405,6,0,0.0,0.0897,-4.104,0.0286,0.219,128.0,4
2BOqDYLOJBiMOXShCV1neZ,Calum Scott,Dancing On My Own,84,0.837,0.681,0.174,1,1,3.35e-05,0.0983,-8.745,0.0315,0.231,112.672,4
2d8uu9ij9OZJMsyO48xziE,Lost Frequencies,Recognise - Acoustic Version,26,0.811,0.737,0.591,1,1,0.0,0.114,-5.469,0.0481,0.657,102.86,4
72RpvmZyTHqRWJHEi6d3i4,John Dahlbäck,Where You Are - Acoustic Version,40,0.56,0.46,0.301,7,1,0.0,0.125,-11.146,0.031,0.0445,120.01,4
1C3arE9PgTbFPLp5n1c8PE,KC Lights,Change the World (feat. Nicole Dash Jones) - Strings In Motion Mix,49,0.158,0.444,0.471,9,1,0.849,0.0856,-9.668,0.0272,0.0653,101.998,4
18ZK9RiSZdZVTkzVFw0yin,Sara Farell,It Aint me - Acoustic,65,0.797,0.354,0.415,9,1,0.0,0.107,-6.578,0.0289,0.421,175.537,4
0ncp94ULTBgS0U3GZD80AC,Mako,Smoke Filled Room - Acoustic Session,47,0.573,0.735,0.43,9,1,0.0,0.111,-9.532,0.0349,0.522,129.942,4
1BYKL9apyfXUvGm5Ni4d9C,KAAZE,End Of The World - Acoustic Mix,44,0.871,0.31,0.324,4,0,0.0,0.319,-6.981,0.033,0.192,104.68,3
5AFMjlqAA0skXGqZHGZDxt,Jonas Blue,Perfect Strangers - Acoustic,62,0.757,0.661,0.672,0,1,0.0,0.112,-4.292,0.0377,0.609,117.943,4
6wasfRwIrmrsjjaPvpvAFs,Markus Schulz,Fears (Acoustic),5,0.829,0.227,0.266,7,1,0.916,0.368,-14.368,0.0318,0.135,86.885,5
57A8SCoG3YamyeNzizCtaH,Suyano,Shockwave - Acoustic Version,40,0.853,0.639,0.342,10,0,0.0,0.0993,-6.929,0.0329,0.367,130.915,4
1HtZGloe3ovx3CadjR97dr,Matoma,False Alarm - Acoustic Version,37,0.687,0.618,0.313,3,1,0.0,0.115,-5.726,0.0296,0.355,102.734,4
1b9eTPaaSnacG9EAblx8r5,Elderbrook,Old Friend - Live Acoustic,47,0.537,0.489,0.375,9,0,2.84e-05,0.101,-11.374,0.151,0.275,105.016,4
28vyxr4A3WyiZ9dR1mTIr5,FÄIS,Hey - Acoustic,55,0.708,0.501,0.189,7,1,0.0,0.114,-10.475,0.0435,0.387,86.066,3
2NkyDijNM2n1tzfEBkMLlk,Markus Schulz,Safe from Harm - Acoustic,39,0.383,0.294,0.219,2,0,0.0,0.101,-9.153,0.0329,0.112,85.298,5
6rUgmZtH7GMCDMMkYAOslN,John Dahlbäck,Atlantis - Acoustic Version,37,0.717,0.677,0.314,6,1,0.000298,0.11,-12.173,0.0318,0.28,128.013,4
5HhEkkAFcGMYLQbF6GUa6C,Lost Frequencies,Crazy - Acoustic Version,41,0.932,0.739,0.289,1,1,0.0,0.12,-8.715,0.031,0.563,105.174,4
10tuukId64A915wwQ9HzhK,Cheat Codes,No Promises - Acoustic,5,0.685,0.47,0.391,10,1,0.0,0.108,-9.945,0.0311,0.383,110.662,4
1pfOZQDapYAnR5qbHZhsXm,Armin van Buuren,Looking For Your Name,48,0.753,0.22,0.279,4,1,0.0,0.127,-11.179,0.0341,0.148,74.026,3
0ViifrNFDm3IKycXfvkuA3,Markus Schulz,Destiny (Acoustic Version),4,0.239,0.352,0.325,3,0,0.0,0.134,-7.958,0.0327,0.267,128.209,4
0fUsv9EmTEJNm3ydxOAIHL,John Dahlbäck,Walking With Shadows - Acoustic Version,38,0.867,0.528,0.295,10,1,0.00199,0.125,-10.838,0.0371,0.246,119.984,4
2m3ouxt4GwarBCRCmwDJdO,Patrick Baker,"Don't Think Twice, It's All Right",40,0.194,0.807,0.824,6,0,0.00836,0.355,-4.021,0.0304,0.825,105.034,4
5fiyuKLoOKKFbJBOp8gNiW,VASSY,Bad,36,0.647,0.837,0.382,1,1,2.7e-05,0.112,-8.974,0.248,0.814,127.986,4
3iYdG6OoJUhby3vxlSFd4J,Suyano,Overload - Acoustic Version,39,0.478,0.511,0.563,5,0,0.0,0.264,-7.717,0.031,0.424,122.044,4
3foAHYDoyz3Xc48rbfxLLg,Clean Bandit,Tears - Acoustic Piano Version; Instrumental,42,0.978,0.324,0.188,5,0,0.899,0.113,-17.115,0.0544,0.0953,78.531,5
0mQhrGlPgwWPscwMfC6WfI,WiDE AWAKE,Young God (Acoustic) [feat. Lovelle],39,0.752,0.701,0.448,5,0,0.0,0.0675,-4.641,0.0292,0.417,100.038,5
2ckJlAv1EZ8JRLDE2HNv2O,Mako,Into The Sunset - Acoustic,39,0.587,0.842,0.346,1,1,0.0,0.117,-10.16,0.0401,0.703,119.983,4
5BGuLjBnOy1tNMSHlUFseX,Above & Beyond,Good For Me - Live At The Hollywood Bowl,39,0.686,0.463,0.481,8,1,0.134,0.963,-11.021,0.0306,0.156,129.972,4
7pp1dAz4SXWz052k2idxTn,John Dahlbäck,Shivers - Acoustic Version,38,0.441,0.49,0.366,2,1,0.0,0.155,-8.707,0.0263,0.186,98.108,4
2nWHcM4Oa8bs24uthT2REP,Kato,Show You Love - Acoustic,38,0.449,0.428,0.458,5,0,0.0,0.101,-6.592,0.0327,0.346,113.907,4
7ITWyuMyhjlR9PRQhQtA1l,FÄIS,Used To Have It All - Acoustic,39,0.803,0.512,0.372,5,0,0.0,0.276,-5.749,0.031,0.459,111.145,4
3D1dtHt0jajUguVbEo4iAu,DJ Snake,Let Me Love You - Andrew Watt Acoustic Remix,11,0.797,0.672,0.357,0,0,0.0,0.103,-6.225,0.0307,0.49,99.98,4
46iMzIoVmlfuorWb6ixZKm,Years & Years,King - Acoustic,45,0.955,0.444,0.183,2,1,1.9e-06,0.107,-8.759,0.0406,0.294,90.638,4
7BRYEE8wi0gye3T5V7zro9,Hardwell,Mad World - Acoustic Version,39,0.617,0.692,0.383,5,1,0.0,0.106,-6.65,0.0326,0.38,125.025,4
6Wl4UTPfu7J967GhYXfsWP,Maor Levi,No Sleep - Unplugged Mix,40,0.944,0.352,0.144,2,1,0.236,0.112,-15.901,0.0297,0.11,66.435,4
7B6aUliCHEhaWDaUBZGWqj,Armin van Buuren,Embrace - Lowland Classical Remix,36,0.801,0.177,0.226,6,0,0.945,0.0776,-20.31,0.0395,0.131,134.119,4
2DeeIhuocnnAfwVMaN2tP1,Hellberg,Synchronize (Acoustic),2,0.642,0.693,0.555,9,1,0.0,0.0849,-5.004,0.0458,0.176,125.927,4
2HfKpWYPx4Os46z1K7yE4k,Clean Bandit,I Miss You (feat. Julia Michaels) - Acoustic,62,0.865,0.556,0.31,3,1,0.0,0.0793,-9.33,0.0302,0.492,104.776,4
6BU8Zh86mwohDsmSyvB6hg,Matrix & Futurebound,Fire - M&F's in Session Edit,37,0.504,0.509,0.506,10,0,3.6e-05,0.103,-7.062,0.0315,0.435,87.076,4
6j48XiveQU46nkWQ1ekpHx,Ferry Corsten,Not Coming Down (Acoustic Radio Edit),4,0.674,0.317,0.427,11,0,0.000462,0.0776,-9.535,0.0303,0.129,66.764,4
3siVXh2pHcZm04ADzi2ur0,Elephante,Plans (feat. Brandyn Burnette) - Acoustic Mix,4,0.864,0.676,0.334,3,1,0.0,0.12,-10.567,0.0383,0.362,109.979,4
3Ny0O5qSjbFk3qLAUmO96h,Jax Jones,Ring Ring - Acoustic Room Session,44,0.549,0.702,0.36,2,0,0.0,0.238,-9.94,0.126,0.708,100.386,4
6ctvgLJJZQkdzch0L1dj7X,Dash Berlin,Waiting - Strings & Vocals Mix,42,0.725,0.131,0.358,9,1,9.19e-06,0.109,-8.319,0.0328,0.0693,90.71,4
7xDuAq8R7VVufDqqz5ZCi3,Manse,Freeze Time - Acoustic Version,38,0.818,0.597,0.35,5,1,1.3e-06,0.137,-7.611,0.0296,0.406,128.07,4
77Rx3xMZWX1NxEUnFwQavQ,Armin van Buuren,This Is What It Feels Like - John Ewbank Classical Remix,41,0.421,0.491,0.359,7,1,2.15e-06,0.131,-10.047,0.0351,0.175,121.684,3
35M5jZAr2kizYaDvn4bXwx,ATTLAS,Avenue Road,44,0.837,0.283,0.263,3,1,0.183,0.0958,-15.244,0.0346,0.193,80.224,4
